长沙银行@ABC@2022-01-14@ABC@看了基本面据，感觉有戏，坚定拿住。
长沙银行@ABC@2022-01-14@ABC@银行股趋势才起来呢，今年这一轮板块上涨总体更具成长性
长沙银行@ABC@2022-01-14@ABC@804805加仓80000股，几天没看了
长沙银行@ABC@2022-01-14@ABC@幼稚得想笑。
长沙银行@ABC@2022-01-14@ABC@长沙银行跟跌不跟涨的典型，托太多了，果断弃股！
长沙银行@ABC@2022-01-14@ABC@这是跟跌不跟涨呀
长沙银行@ABC@2022-01-14@ABC@长沙银行多卖点基金，股价就能涨上来了
长沙银行@ABC@2022-01-14@ABC@底部很漂亮，牛股预兆
长沙银行@ABC@2022-01-14@ABC@小号多唱点，一起芭比Q
长沙银行@ABC@2022-01-14@ABC@最近很多小马甲出来唱，注册几天的[为什么]啥意思
长沙银行@ABC@2022-01-14@ABC@1月5号精准入场，吃到肉了
长沙银行@ABC@2022-01-14@ABC@新班子选出来了，期待新一届经营层有新作为
长沙银行@ABC@2022-01-14@ABC@长沙银行，快乐银行，客户放心
长沙银行@ABC@2022-01-14@ABC@期待新任董事会下虎年大涨
长沙银行@ABC@2022-01-13@ABC@$长沙银行(SH601577)$划重点：县域金融、金融科技，要发力了
长沙银行@ABC@2022-01-14@ABC@长沙银行01月13日被沪股通减持7.54万股
长沙银行@ABC@2022-01-14@ABC@长沙银行：融资净偿还50.78万元，融资余额6.58亿元（01-13）
长沙银行@ABC@2022-01-13@ABC@我可没看见有人抬轿
长沙银行@ABC@2022-01-13@ABC@新的一年，新董事长，也让我多挣点钱
长沙银行@ABC@2022-01-13@ABC@底部非常扎实，看涨
长沙银行@ABC@2022-01-13@ABC@下周出业绩预报，20%增幅问题不大！
长沙银行@ABC@2022-01-13@ABC@在长沙银行存钱，手痒又买了20手股票
长沙银行@ABC@2022-01-13@ABC@长期看好银行业，现金流充沛，价值洼地
长沙银行@ABC@2022-01-13@ABC@估计年报增加15%以上
长沙银行@ABC@2022-01-13@ABC@6号买了百手，还会上涨的
长沙银行@ABC@2022-01-13@ABC@这波上涨估计年报漂亮
长沙银行@ABC@2022-01-13@ABC@看好长沙银行的零售业务
长沙银行@ABC@2022-01-13@ABC@股东大会决议成立县域金融部，乡村振兴拉高增长天花板
长沙银行@ABC@2022-01-13@ABC@基本面应该非常好看，静待年报发布股价新高
长沙银行@ABC@2022-01-13@ABC@看看人家也是长江沿岸银行，成都、南京、杭州涨上天了。长沙银行你怎么了？
长沙银行@ABC@2022-01-13@ABC@啥意思？长沙银行也该预告下业绩了吧？？
长沙银行@ABC@2022-01-13@ABC@其实从投资者互动就可以看出这个银行的德行，在结合以往的高管行为，在这里吃肉是不用
长沙银行@ABC@2022-01-10@ABC@我跟我哥赌3月涨到11块，有跟的吗
长沙银行@ABC@2022-01-13@ABC@[赞][赞]板块倒数
长沙银行@ABC@2022-01-13@ABC@看好的人太多，主力为啥要抬轿，慈善家吗？
长沙银行@ABC@2022-01-13@ABC@高开低走，半年线将成为较长时间压力，要么在此处模盘，要么下跌寻求支撑
长沙银行@ABC@2022-01-13@ABC@那家公司也考虑过小散上市就是为了割韭菜[韭菜]
长沙银行@ABC@2022-01-13@ABC@冲冲冲继续做长线了，相信你，沙沙
长沙银行@ABC@2022-01-13@ABC@，一卖就涨
长沙银行@ABC@2022-01-13@ABC@最近银行板块情绪很乐观嘛，今年等一个雄起
长沙银行@ABC@2022-01-13@ABC@今天追高的要被套了啊
长沙银行@ABC@2022-01-13@ABC@怎么不公告业绩啊，其他银行公告第二天都涨个3.4点
长沙银行@ABC@2022-01-12@ABC@坚守才是正道，静待这票稳稳上扬
长沙银行@ABC@2022-01-13@ABC@长沙银行：融资净偿还524.96万元，融资余额6.59亿元（01-12）
长沙银行@ABC@2022-01-13@ABC@长沙银行01月12日被沪股通减持41.9万股
长沙银行@ABC@2022-01-12@ABC@当时长沙银行和成都银行二选一打新用，比较了两个银行，长沙银行发行价比成都银行高一
长沙银行@ABC@2022-01-10@ABC@各家银行财报陆续出来了，24%左右增长，加上明年10%，你要是没有就没法估值，拖
长沙银行@ABC@2022-01-12@ABC@继续拿稳，上半年稳增长宽信用政策是行业利好
长沙银行@ABC@2022-01-12@ABC@死垃圾
长沙银行@ABC@2022-01-12@ABC@银行开启主升浪已在预料之中，坐等风来！
长沙银行@ABC@2022-01-12@ABC@涨跌谁能预判，只有神！涨跌的预判基本是看前面的走势，推测后面的趋势，当然a股政策
长沙银行@ABC@2022-01-11@ABC@这货预计能上九块钱，按照目前价格，分红利息都有4%，把成都银行卖了，准备买这个了
长沙银行@ABC@2022-01-12@ABC@银行
长沙银行@ABC@2022-01-12@ABC@明天上8.3，继续别停！
长沙银行@ABC@2022-01-11@ABC@希望和成都银行一样，零售店行转型取得效果，Eps同比增长18%～25%，那就是价
长沙银行@ABC@2022-01-12@ABC@阿苎1991恐怖的暴跌周一，就要来了。天黑了，满仓的姑父闭眼睛也睡不着了01-0
长沙银行@ABC@2022-01-12@ABC@管理层应该审时度市
长沙银行@ABC@2022-01-12@ABC@你比长熟差？
长沙银行@ABC@2022-01-12@ABC@那么多银行的业绩快报都很不错啊，银行股看好你呦
长沙银行@ABC@2022-01-12@ABC@今年银行，地产股应该不错，涨的可能性是很大的。
长沙银行@ABC@2022-01-12@ABC@银行股最不缺的就是时间，安心持有等它涨
长沙银行@ABC@2022-01-12@ABC@如果银行股继续上攻，长沙银行应有补涨行情。
长沙银行@ABC@2022-01-12@ABC@涨的依然却很健康
长沙银行@ABC@2022-01-11@ABC@看好就拿着，不要那样无脑，长行也就刚刚起一点量，也就一个点波动，这样叫洗盘吗，不
长沙银行@ABC@2022-01-12@ABC@银行股一旦调整就要撤，资金的时间成本太高了耗不起。
长沙银行@ABC@2022-01-12@ABC@长沙银行：融资净买入280.8万元，融资余额6.64亿元（01-11）
长沙银行@ABC@2022-01-10@ABC@这个操盘手，过完年，就不要来上班了，老板过几天就该把他辞退了！！
长沙银行@ABC@2022-01-11@ABC@那个长沙银行专业唱空的美女怎么都不冒泡了?
长沙银行@ABC@2022-01-11@ABC@长沙银行，再见了
长沙银行@ABC@2022-01-09@ABC@下周的公告：兴业投资己全部减持结束
长沙银行@ABC@2022-01-11@ABC@减持，拍卖完不了活不会涨，
长沙银行@ABC@2022-01-11@ABC@感觉全世界只有这只股票没有下跌，稳稳当当的在晃荡晃荡
长沙银行@ABC@2022-01-11@ABC@对标杭州银，长沙银行雄起！
长沙银行@ABC@2022-01-10@ABC@站岗[惨!关灯吃面]
长沙银行@ABC@2022-01-09@ABC@银行和消费，还可考虑啤酒类（重庆啤酒，青岛啤酒），面类（克明面业，桃李面包，金健
长沙银行@ABC@2022-01-11@ABC@长沙银行01月10日被沪股通减持157.09万股
长沙银行@ABC@2022-01-11@ABC@长沙银行：融资净买入261.95万元，融资余额6.61亿元（01-10）
长沙银行@ABC@2022-01-10@ABC@长沙银行董事会同意聘任吴四龙、杨敏佳等担任该行副行长
长沙银行@ABC@2022-01-10@ABC@601577:长沙银行股份有限公司第七届董事会第一次会议决议公告
长沙银行@ABC@2022-01-10@ABC@601577:独立董事关于第七届董事会第一次会议相关事项的独立意见
长沙银行@ABC@2022-01-10@ABC@601577:长沙银行2022年第一次临时股东大会法律意见书
长沙银行@ABC@2022-01-10@ABC@601577:长沙银行股份有限公司2022年第一次临时股东大会决议公告
长沙银行@ABC@2022-01-10@ABC@601577:长沙银行股份有限公司第七届监事会第一次会议决议公告
长沙银行@ABC@2022-01-10@ABC@股东大会日，表现可以
长沙银行@ABC@2021-12-23@ABC@银行ETF最新融资净买入额全市场Top2！兴业银行百亿可转债也定了！
长沙银行@ABC@2022-01-10@ABC@买盘力量还是很强，已经接管走势
长沙银行@ABC@2022-01-10@ABC@一天成交1个亿，这也叫银行股？一个多亿换手1%，
长沙银行@ABC@2022-01-10@ABC@散户们，你们是不是想让主力和机构给你们抬轿子？[大笑]
长沙银行@ABC@2022-01-10@ABC@谁机吧看帖炒股啊！
长沙银行@ABC@2022-01-10@ABC@蠢~庄压根不敢砸，砸了也没用，坐等抬轿！！！
长沙银行@ABC@2022-01-10@ABC@长沙经济不是说的那么好！
长沙银行@ABC@2021-12-30@ABC@今天7.80又加了不少，当存银行
长沙银行@ABC@2022-01-10@ABC@高开套人，重回7.9中轴线[哈欠]
长沙银行@ABC@2022-01-10@ABC@这是弱，贵阳都跑不过
长沙银行@ABC@2022-01-10@ABC@这根横挺长的了竖起来！
长沙银行@ABC@2022-01-09@ABC@除热贴，其他已删，祝发！！！
长沙银行@ABC@2022-01-09@ABC@长沙银行本周融资净偿还717.83万元，居银行板块第十九
长沙银行@ABC@2022-01-09@ABC@沪股通连续9周净买入长沙银行 累计净买入1.94亿元
长沙银行@ABC@2022-01-09@ABC@7.98还有没有机会
长沙银行@ABC@2021-12-22@ABC@《最危险的时刻到了》当很多人都在忽悠长沙银行如何低位，如何要反弹，如何价值投资，
长沙银行@ABC@2022-01-08@ABC@长沙银行01月07日获沪股通增持289.7万股
长沙银行@ABC@2022-01-08@ABC@兴业投资于2021年12月14日至17日通过集中竞价减持的400万股股份，该等股
长沙银行@ABC@2022-01-08@ABC@长沙银行：融资净偿还655.43万元，融资余额6.58亿元（01-07）
长沙银行@ABC@2022-01-07@ABC@亏损的是基民的钱，不怕亏，管理费蒸蒸日上。
长沙银行@ABC@2022-01-07@ABC@小荷才露尖尖角，快速长大现有时
长沙银行@ABC@2022-01-07@ABC@下周看八元三
长沙银行@ABC@2022-01-07@ABC@公告：股东兴业投资上月己减持完毕。减持价7：83。此公司鼠目寸光，特此公告！
长沙银行@ABC@2022-01-07@ABC@股东兴业投资计划减持2200万。已经减持1800万股减持价7：83。还剩400万
长沙银行@ABC@2022-01-07@ABC@月底8元5
长沙银行@ABC@2022-01-05@ABC@这吧玩了几天，没意思，不在这吧玩了，不在此发帖了，这吧的散户被洗麻木了，不过大家
长沙银行@ABC@2022-01-07@ABC@新人来混俩钱花花
长沙银行@ABC@2022-01-07@ABC@大股东今天能减持完吗？要减就快点，不要贪心。过了这个村就没有这个店了。
长沙银行@ABC@2022-01-07@ABC@确实有点问题，与杭州银行比盘子较小、业绩稍好、净资产略高，股价却相差很大，涨七成
长沙银行@ABC@2022-01-07@ABC@卖了就涨。拿了一个月刚回本，回本就卖了，卖了就涨了。[笑哭][笑哭]
长沙银行@ABC@2022-01-07@ABC@先在买还在底部
长沙银行@ABC@2022-01-07@ABC@收成
长沙银行@ABC@2021-12-29@ABC@打新底仓
长沙银行@ABC@2022-01-06@ABC@601577:长沙银行股份有限公司关于选举第七届监事会职工监事的公告
长沙银行@ABC@2022-01-07@ABC@不要嫌涨的稍微慢点，只有一直在涨就是好的
长沙银行@ABC@2022-01-07@ABC@银行贷款规模增加，带来业绩的上涨，银行分红估计也要增多。
长沙银行@ABC@2022-01-07@ABC@人行等七部委等共同发布新的要求，利好银行的财富管理业务发展，长沙银行赶上好政策了
长沙银行@ABC@2022-01-07@ABC@新的一年国家会延续反垄断和防止资本无序扩张政策导向，可以强化银行的经营优势。
长沙银行@ABC@2022-01-06@ABC@致信天涯股夫
长沙银行@ABC@2022-01-07@ABC@长沙银行01月06日被沪股通减持6.88万股
长沙银行@ABC@2022-01-07@ABC@长沙银行：融资净买入113.49万元，融资余额6.65亿元（01-06）
长沙银行@ABC@2022-01-06@ABC@1.22日股权拍卖截止，之后就要司法变卖了
长沙银行@ABC@2021-12-28@ABC@金融科技赋能 零售转型发力！看长沙银行如何拥抱零售银行新未来！
长沙银行@ABC@2022-01-06@ABC@真的垃圾垃圾垃圾垃圾
长沙银行@ABC@2022-01-05@ABC@今天出了西安银行，就留着长行了，希望明后两天涨起来
长沙银行@ABC@2022-01-06@ABC@长沙，犬行
长沙银行@ABC@2022-01-05@ABC@那住呀，当心踢飞
长沙银行@ABC@2022-01-06@ABC@唉，长沙银行原始股东零成本的票，虎视眈眈的想减持，有那个庄家愿意拉升!
长沙银行@ABC@2022-01-06@ABC@开启每天一分钱模式
长沙银行@ABC@2022-01-05@ABC@只要一掌，连续发帖的股夫又高潮了。嘻嘻嘻嘻。
长沙银行@ABC@2022-01-05@ABC@现在是个好机会，可以加仓，长线持有
长沙银行@ABC@2022-01-06@ABC@股友hk33ek今天10:34东方财富Android版阿苎1991今天06:31
长沙银行@ABC@2022-01-06@ABC@阿苎1991今天06:31东方财富Android版关注《大限已到，逃离长沙银行的
长沙银行@ABC@2022-01-06@ABC@请问今天对于长沙银行来说是放量上涨吗？[ 微笑]
长沙银行@ABC@2022-01-06@ABC@自己内地账号压着盘子，沪港通账号疯狂抢底码，然后获利资金就变成自己的海外资产了
长沙银行@ABC@2022-01-06@ABC@我现在空仓，求求你，使劲跌，连续10个跌停，跌到0.50元一股吧。
长沙银行@ABC@2022-01-06@ABC@长沙银行：融资净买入33.27万元，融资余额6.64亿元（01-05）
长沙银行@ABC@2022-01-05@ABC@在等时机。
长沙银行@ABC@2022-01-05@ABC@明天冲击8块
长沙银行@ABC@2022-01-05@ABC@长沙，犬行！
长沙银行@ABC@2022-01-05@ABC@贵阳银行！酱香科技加持！
长沙银行@ABC@2022-01-05@ABC@贵阳银行发来贺电[666][666][666][666][主力][主力][主力]
长沙银行@ABC@2022-01-05@ABC@要涨停了
长沙银行@ABC@2022-01-05@ABC@周线缺口要补上来
长沙银行@ABC@2022-01-05@ABC@要实施积极的财政政策，银行业整体不会差
长沙银行@ABC@2022-01-05@ABC@地产板块有点给力啊，银行股也不差，看好长沙银行
长沙银行@ABC@2022-01-05@ABC@低位利空就是利好，平底都这么久了，有啥不放心的，再不然等放量反转再介入
长沙银行@ABC@2022-01-05@ABC@底部横盘，横有多长竖有多高
长沙银行@ABC@2022-01-05@ABC@股海向来波涛不止，但是入底长沙银行近两月来，我感受到从未有之的平静[微笑]
长沙银行@ABC@2022-01-05@ABC@银行业发展前景大、赚钱能力强，长沙银行也很行啊
长沙银行@ABC@2022-01-05@ABC@无利不起早，领粮发帖，反复诱导割肉弃股，狗粮管饱？
长沙银行@ABC@2022-01-05@ABC@零售银行发展潜力还是很大的，看现在红了吧
长沙银行@ABC@2022-01-05@ABC@长沙银行财富管理不断升级，和其他机构良性竞合，发展很平稳。
长沙银行@ABC@2022-01-05@ABC@真是低估长沙银行了，这是要起飞了吗，哈哈哈哈哈
长沙银行@ABC@2021-12-22@ABC@股友hk33ek今天19:18东方财富Android版阿苎1991今天06:53
长沙银行@ABC@2022-01-05@ABC@请问今天对于长沙银行来说是放量上涨吗[微笑]
长沙银行@ABC@2022-01-05@ABC@下一个基金抱团股，小市值银行股。
长沙银行@ABC@2022-01-05@ABC@长沙银行01月04日获沪股通增持62.69万股
长沙银行@ABC@2022-01-05@ABC@长沙银行：融资净偿还209.16万元，融资余额6.64亿元（01-04）
长沙银行@ABC@2022-01-04@ABC@今天压单吸货明显，耐心持有，或许本月就起飞。
长沙银行@ABC@2022-01-04@ABC@大股东减持不结束，此股不涨。不然涨一点都被大股东卖掉跑路了。谁愿意给大股东去做嫁
长沙银行@ABC@2022-01-04@ABC@1000股，陪你一起走上去，赚条和天下
长沙银行@ABC@2022-01-04@ABC@越换越死，天天新低。
长沙银行@ABC@2022-01-04@ABC@买套
长沙银行@ABC@2021-12-31@ABC@1月6日变盘，静候。
长沙银行@ABC@2022-01-04@ABC@为什么这么拉圾，因为这就是个拉圾
长沙银行@ABC@2022-01-04@ABC@这股真的没救了！
长沙银行@ABC@2022-01-04@ABC@能不能有点出息
长沙银行@ABC@2021-12-31@ABC@不举就是不举，横有多长，有毛线用。。。
长沙银行@ABC@2022-01-03@ABC@这股市值全靠增发，用增发的钱投资盈利，过几年又开始增发，盈利的钱永远赶不上增发的
长沙银行@ABC@2022-01-03@ABC@长沙银行本周融资净买入702.08万元，居银行板块第十
长沙银行@ABC@2022-01-03@ABC@沪股通连续8周净买入长沙银行 累计净买入1.56亿元
长沙银行@ABC@2022-01-03@ABC@新年新气象，长行行长卒
长沙银行@ABC@2022-01-01@ABC@杀入赢[大笑][大笑]
长沙银行@ABC@2022-01-03@ABC@成长性不错
长沙银行@ABC@2021-12-31@ABC@打一点吧，打点小仓位无妨，这价安全系数还是高，上次求稳来长沙银行躲了一下出去后挣
长沙银行@ABC@2021-12-31@ABC@家里人今天在问我了，你中签了永安期货，今天为什么不抛？我沉默不语，心想你们又不懂
长沙银行@ABC@2022-01-01@ABC@这股就死水一潭
长沙银行@ABC@2022-01-01@ABC@长沙银行董事长赵小中任职资格获批
长沙银行@ABC@2021-12-31@ABC@7.81我要进去！卖给我！
长沙银行@ABC@2021-12-31@ABC@601577:长沙银行股份有限公司关于董事长任职资格获得核准的公告
长沙银行@ABC@2021-12-31@ABC@601577:长沙银行股份有限公司2022年第一次临时股东大会资料
长沙银行@ABC@2021-12-31@ABC@年度盘点：长沙银行2021年跌14.91%，跑输大盘
长沙银行@ABC@2022-01-01@ABC@长沙银行：融资净偿还670.06万元，融资余额6.66亿元（12-31）
长沙银行@ABC@2021-12-31@ABC@601577:中信证券股份有限公司关于长沙银行股份有限公司2021年年度现场检查报告
长沙银行@ABC@2021-12-31@ABC@啥时候你能当回大哥
长沙银行@ABC@2021-12-31@ABC@横有多长，竖有多高。
长沙银行@ABC@2021-12-31@ABC@没有出路。。。。唉
长沙银行@ABC@2021-12-31@ABC@长沙银行12月30日获沪股通增持9.13万股
长沙银行@ABC@2021-12-31@ABC@长沙银行：连续3日融资净买入累计1876.72万元（12-30）
长沙银行@ABC@2021-12-30@ABC@选银行股主要是关注投资价值，而不是赚快钱
长沙银行@ABC@2021-12-30@ABC@补个仓看看
长沙银行@ABC@2021-12-30@ABC@补仓
长沙银行@ABC@2021-12-30@ABC@横盘这么久了，都是外面打架惹的祸
长沙银行@ABC@2021-12-30@ABC@出了的丑
长沙银行@ABC@2021-12-29@ABC@长沙银行相比其他银行来说可以了，至少它一直是平稳的，还有涨的趋势
长沙银行@ABC@2021-12-29@ABC@股价低迷，无人问津，人气涣散，路在何方。
长沙银行@ABC@2021-12-29@ABC@10元以上套了一大批嫩货，当时追高还嗷嗷叫要上15元的。
长沙银行@ABC@2021-12-30@ABC@长沙银行就是一个小丑，每天一分钱进进出出
长沙银行@ABC@2021-12-30@ABC@五毛党，唱空再加把劲呀，现在8成仓，等7.78呢。希望明天有机会能满上。
长沙银行@ABC@2021-12-28@ABC@长沙银行的“快”“乐”说
长沙银行@ABC@2021-12-30@ABC@放弃了，拜拜，我确实对你无语
长沙银行@ABC@2021-12-30@ABC@咸湿那样，来个跌停也好
长沙银行@ABC@2021-12-30@ABC@服不服
长沙银行@ABC@2021-12-30@ABC@下跌趋势下横盘属于反弹周期，之后还会下跌
长沙银行@ABC@2021-12-30@ABC@现在利好政策不断，银行板块基本面是好的
长沙银行@ABC@2021-12-30@ABC@墙都不扶，舅服你
长沙银行@ABC@2021-12-30@ABC@仙股
长沙银行@ABC@2021-12-30@ABC@拉级增发股，市值全靠增发，利润全靠股民的钱，
长沙银行@ABC@2021-12-30@ABC@多家机构都认为明年银行业的盈利水平会提高，长沙银行不会让我们失望的。
长沙银行@ABC@2021-12-30@ABC@长沙银行做零售银行这一角色定位还是很有发展前景的，耐心持有
长沙银行@ABC@2021-12-30@ABC@长沙银行在成长股来中算优秀的了，只是时间长短问题，慢慢来才能质优
长沙银行@ABC@2021-12-30@ABC@好，满仓
长沙银行@ABC@2021-12-30@ABC@小沙跌破7元，本少爷一定再次回来，与小沙共生死！嘿嘿！
长沙银行@ABC@2021-12-30@ABC@长沙银行12月29日获沪股通增持96.39万股
长沙银行@ABC@2021-12-30@ABC@长沙银行：融资净买入192.17万元，融资余额6.61亿元（12-29）
长沙银行@ABC@2021-12-29@ABC@持有一辈子，只吃分红
长沙银行@ABC@2021-12-16@ABC@银行股续跌，平安银行跌3%！银行ETF溢价走阔，实时净申购超3000万元
长沙银行@ABC@2021-12-29@ABC@小沙，你辜负了本少爷厚爱，不得不在7.85甩掉你……嘿嘿！
长沙银行@ABC@2021-12-29@ABC@明年还是靠你打新了[哈欠]
长沙银行@ABC@2021-12-29@ABC@长沙的犬行
长沙银行@ABC@2021-12-29@ABC@银行股的行情是不会差的，涨涨跌跌很正常，坚守住就好
长沙银行@ABC@2021-12-29@ABC@银行股求的就是一个稳健发展，长沙银行长期持有的价值还是有的
长沙银行@ABC@2021-12-29@ABC@别人贪婪我恐惧，别人恐惧我贪婪，长沙银行都横底这么久，消息面也释放了这么久，真的
长沙银行@ABC@2021-12-29@ABC@这k线忍不住想笑
长沙银行@ABC@2021-12-29@ABC@流通市值不算小，股东这么少，人气也低，大概是个庄股
长沙银行@ABC@2021-12-29@ABC@不要急、不要慌，长沙银行又是很稳当的一天
长沙银行@ABC@2021-12-29@ABC@银行股要买就买来压仓，别老是动不动就换手，降低换手率是价值投资的首先功课，长沙银
长沙银行@ABC@2021-12-29@ABC@虽然银行板块整体低迷，但是长沙银行真的很稳
长沙银行@ABC@2021-12-29@ABC@磨来磨去，持仓不动，年后再来看看
长沙银行@ABC@2021-12-29@ABC@我今天准备卖了，你们等着涨吧！
长沙银行@ABC@2021-12-28@ABC@冷静一点，有涨就有跌，银行股是看长期，耐心持有就好，长沙银行的基本面是没有问题的
长沙银行@ABC@2021-12-29@ABC@长沙银行12月28日被沪股通减持28.08万股
长沙银行@ABC@2021-12-29@ABC@长沙银行：融资净买入570.47万元，融资余额6.59亿元（12-28）
长沙银行@ABC@2021-12-28@ABC@从成长性、流通盘子大小、业绩、净资产来看，长沙银行是最低估的银行股，没有之一……
长沙银行@ABC@2021-12-28@ABC@韭菜童鞋们，7.83,满仓干！不到10元一股不抛，哈哈
长沙银行@ABC@2021-12-28@ABC@现在就是在磨心态，在我看来现在正是加仓的好时机，坚持住就好
长沙银行@ABC@2021-12-28@ABC@银行业都有科学的风险管理体系，不会有大问题的，有点小波动很正常的
长沙银行@ABC@2021-12-28@ABC@政策要求实施稳健的货币政策，两次降准，银行业发展还是很稳定的
长沙银行@ABC@2021-12-28@ABC@长沙银行财富管理业务发展很好啊，还是具有优越性的
长沙银行@ABC@2021-12-28@ABC@真不该这样，长沙的风骨哪去了。
长沙银行@ABC@2021-12-28@ABC@长沙银行行情还是可以的，维持平稳态势，可以耐心持有
长沙银行@ABC@2021-12-28@ABC@长沙犬行，无寿过年
长沙银行@ABC@2021-12-28@ABC@原来和成都银行价格和盘子差不多，业绩也差不多，价格现在差了四元，这简直是个笑话！
长沙银行@ABC@2021-12-28@ABC@所有银行股价低迷  不被看好这大概和他们人品有关
长沙银行@ABC@2021-12-27@ABC@跌的都没人想说话了！1991那个瘟神预测的还是很准的！据她分析还的跌，会跌到六块
长沙银行@ABC@2021-12-28@ABC@长沙银行：融资净偿还504.58万元，融资余额6.54亿元（12-27）
长沙银行@ABC@2021-12-27@ABC@明天可能破位下跌，要挖坑早点呀
长沙银行@ABC@2021-12-27@ABC@长沙银行，行长，翘辫子啦
长沙银行@ABC@2021-12-27@ABC@都想在股市中挣钱。挣谁的钱呢？异想天开，彩票里的500万是从哪里来的呢？都想挣5
长沙银行@ABC@2021-12-23@ABC@银行股就是拿利息，买入就装死，就是存银行，万一涨到9.00就卖出
长沙银行@ABC@2021-12-24@ABC@【老夫】最后一次下杀完成，下周开启量价齐升、暴力拉升模式[得意]
长沙银行@ABC@2021-12-27@ABC@卧槽，避风港，不亏也不挣！
长沙银行@ABC@2021-12-25@ABC@世上有只犬，名叫长沙银行
长沙银行@ABC@2021-12-27@ABC@长沙银行：连续5日融资净买入累计1896.89万元（12-24）
长沙银行@ABC@2021-12-26@ABC@长沙银行本周融资净买入1896.89万元，居银行板块第九
长沙银行@ABC@2021-12-26@ABC@沪股通连续7周净买入长沙银行 累计净买入1.5亿元
长沙银行@ABC@2021-12-25@ABC@下杀未结束，周一开盘大概率向下。周线级别底部，等待下跌到位，开始加仓。
长沙银行@ABC@2021-12-24@ABC@601577:长沙银行股份有限公司关于关联交易事项的公告
长沙银行@ABC@2021-12-24@ABC@去年的时候选来选去，几个城商行中选了长沙银行，做梦没想到股价掉到了这个位置，垃圾
长沙银行@ABC@2021-12-24@ABC@601577:独立董事关于第六届董事会第二十一次临时会议相关事项的独立意见
长沙银行@ABC@2021-12-24@ABC@601577:长沙银行股份有限公司独立董事提名人声明
长沙银行@ABC@2021-12-23@ABC@跌多点好加仓，1000股等的好焦急哦！7
长沙银行@ABC@2021-12-24@ABC@银行基本面是好的，现在这个情况只是短期的，不要慌，坚持住就好
长沙银行@ABC@2021-12-23@ABC@【老夫】小嫩韭们千万别着急，好酒配好韭，下周迎新高[偷笑]
长沙银行@ABC@2021-12-24@ABC@601577:长沙银行股份有限公司第六届监事会第十三次临时会议决议公告
长沙银行@ABC@2021-12-24@ABC@601577:长沙银行股份有限公司关于召开2022年第一次临时股东大会的通知
长沙银行@ABC@2021-12-24@ABC@601577:长沙银行股份有限公司独立董事候选人声明
长沙银行@ABC@2021-12-24@ABC@大盘涨，你不涨，大盘跌，你跑前
长沙银行@ABC@2021-12-24@ABC@国家政策利好，长沙银行又走在零售银行这一潮流大道上，小涨的可能性还是很大的
长沙银行@ABC@2021-12-24@ABC@601577:长沙银行股份有限公司第六届董事会第二十一次临时会议决议公告
长沙银行@ABC@2021-12-24@ABC@601577:长沙银行股份有限公司独立董事关于关联交易的事前认可声明
