光大银行@ABC@2021-12-31@ABC@明年光大银行转债强制转股可能性大(正股有大幅上涨30~50%可能)！！！
光大银行@ABC@2021-12-31@ABC@年度盘点：光大银行2021年跌11.71%，跑输大盘
光大银行@ABC@2022-01-02@ABC@没希望
光大银行@ABC@2022-01-01@ABC@光大银行是我的最爱，我就喜欢光大，光明正大
光大银行@ABC@2022-01-01@ABC@今年我在此股票上赔了三万元，是历史上最差的一年，但愿明天虎年发威，金光闪闪
光大银行@ABC@2021-12-28@ABC@还有两个月就过年了，光腚人蜷缩在被窝里焦虑的不行，一想到春节回家，各路亲戚满载而
光大银行@ABC@2021-07-08@ABC@大早上刷出消息，泛海被某银行起诉，要求偿还本息15亿，还以为又是泯生银行遭殃了，
光大银行@ABC@2021-12-11@ABC@越搞越低，突然崩塌，破了3元！
光大银行@ABC@2022-01-01@ABC@光大的操盘手今天晚上就会拉肚子
光大银行@ABC@2021-12-31@ABC@2020年12月31日，光大3.782021年12月31日，光大3.32光大一年
光大银行@ABC@2022-01-01@ABC@加仓15万，因为你跑输了了大盘
光大银行@ABC@2022-01-01@ABC@转发
光大银行@ABC@2022-01-01@ABC@光大银行12月31日被沪股通减持350.1万股
光大银行@ABC@2022-01-01@ABC@光大银行：融资净偿还1554.98万元，融资余额17.64亿元（12-31）
光大银行@ABC@2022-01-01@ABC@春种一粒待秋收，只见光大绿意盎然，无秋喜。至年关依然无喜，忧思顿生。
光大银行@ABC@2021-12-31@ABC@垃圾了一年啊，今年还是跌的不够多，才套了我这一点，明年加油早日破产。
光大银行@ABC@2021-12-31@ABC@股市有风险，入市需谨慎——这句话真是刻骨铭心啊！
光大银行@ABC@2021-12-31@ABC@垃圾
光大银行@ABC@2021-07-14@ABC@在不懂银行的伞户眼里，泯生价格非常低，肯定是底了！可是泯生又开始大跌，就要跌破4
光大银行@ABC@2021-10-23@ABC@我们知道，股本是一只股票的筹码量，股本越大的股票越不值钱。由于硕鼠横生，经营低下
光大银行@ABC@2021-08-23@ABC@穷人思维告诉你，千万别换招行，做熊背上的光腚人，做逆牛而下的苦命人[旺柴]
光大银行@ABC@2021-08-01@ABC@本人看空光腚一年以来，为什么能屡言屡中、势如破竹，万散丛中取多头如探囊取物？是因
光大银行@ABC@2021-08-03@ABC@富人思维买股票，是看这个行业好、企业好、管理层经营好，于是满仓了价值和成长，最终
光大银行@ABC@2021-07-19@ABC@分红是分掉本属于自己的现金，还要上税，所以分红是亏本的吗？非也！好企业的股东拿到
光大银行@ABC@2021-07-09@ABC@价格永远向价值靠拢。在垄断和融资下苟活的烂银行，不创造现金流不能回报股东，几乎没
光大银行@ABC@2021-07-05@ABC@光腚、泯生等烂银行从来不待见小股东，这是体质下的必然。可怜的小伞像书生的纸巾，把
光大银行@ABC@2021-07-02@ABC@什么叫价投?价投很简单：中国不良、融资最多，拔备、成长最少的烂银行，泯生、光腚、
光大银行@ABC@2021-07-01@ABC@高融资、零成长，是泯生、光腚等平庸银行，长期下跌的根本原因。巴菲特说：投资难在改
光大银行@ABC@2021-12-31@ABC@新余钢铁可转债到期时再发行可转债一分不出。
光大银行@ABC@2021-12-31@ABC@人均转5万，光大人均赔了多少？还相信价值投资不[得意][得意][得意]
光大银行@ABC@2021-12-31@ABC@年度盘点：截至2021年12月31日收盘，招商银行报收于48.71元，较2020
光大银行@ABC@2021-12-31@ABC@今年投资光蛋银行的大小股民全部被埋，希望公司领导能够体察民情，来一个高分红，10
光大银行@ABC@2021-12-31@ABC@一个星期不涨不跌，难道看上我的十万股啦要把我踢出去才涨？对不起我有的是时间。
光大银行@ABC@2021-12-31@ABC@股份回购公告经公司董事会研究决定，自2022年1月10日起公司开始回购股份500
光大银行@ABC@2021-12-31@ABC@回归A股，首期建仓完成（2021.12.20~12.31），成本3.325。
光大银行@ABC@2021-12-31@ABC@每天一分钱做差价
光大银行@ABC@2021-12-31@ABC@拿着你d的钱，买药去吧
光大银行@ABC@2021-12-31@ABC@垃圾股,一年不涨。
光大银行@ABC@2021-12-31@ABC@就你这吃象难看的光大行，还能发财吗，跌了一年，新年都不放过，家和万事兴，不倒霉才
光大银行@ABC@2021-12-31@ABC@光大银行，今年表现的不错，没有一次跌停板[摊手]
光大银行@ABC@2021-12-31@ABC@今年行情非常好，我想亏钱的基本上是死亏在银行里面，特别是光大行，吃象难看，不让买
光大银行@ABC@2021-12-31@ABC@不知子弹还有吗？准备咋整？下跌？
光大银行@ABC@2021-12-31@ABC@还不如工行人家好歹有露头是的时候[笑哭]
光大银行@ABC@2021-12-31@ABC@我今年头一次见到两个小黑针排在一起[发呆][发呆]。
光大银行@ABC@2021-12-31@ABC@我买1万股，居然没得带起来。愚蠢的人类。
光大银行@ABC@2021-12-31@ABC@收盘价3.33
光大银行@ABC@2021-12-31@ABC@3.31买3.32卖，哈哈你们有意思吗，我3.32买3.33卖不出，哈哈
光大银行@ABC@2021-12-31@ABC@买到了，3.31元。
光大银行@ABC@2021-12-31@ABC@我想赚一分结果被套了，这股票赚一分都难啊[哭][哭]
光大银行@ABC@2021-12-31@ABC@3.31已买入成交
光大银行@ABC@2021-12-31@ABC@半个月了
光大银行@ABC@2021-12-31@ABC@就不能红盘迎新年吗？
光大银行@ABC@2021-12-31@ABC@2022股价6.6
光大银行@ABC@2021-12-31@ABC@光大银行，从年初跌到年尾，最低价收盘，简值是投资者的坟场！
光大银行@ABC@2021-12-31@ABC@每年最后一天都是满仓光大银行，一般2个月之内都有10%以上的收益，2022年也应
光大银行@ABC@2021-12-31@ABC@开始建仓，期望港股跷跷板带起来，今年港股太惨了。
光大银行@ABC@2021-12-31@ABC@$光大银行(SH601818)$
光大银行@ABC@2021-12-31@ABC@$光大银行(SH601818)$跌停算了
光大银行@ABC@2021-12-31@ABC@快醒醒
光大银行@ABC@2021-12-31@ABC@不服不行啊[大哭][大哭][大哭]
光大银行@ABC@2021-12-31@ABC@宇宙织布机龙头
光大银行@ABC@2021-12-31@ABC@控盘控得随心所欲、控得像只小盘股，只等风来啊
光大银行@ABC@2021-12-31@ABC@“1赚、2平、7亏损”还是股民现状吗？
光大银行@ABC@2021-12-31@ABC@3.31元，排队。
光大银行@ABC@2021-12-31@ABC@这垃圾股，在垃圾时间还要跌一跌。
光大银行@ABC@2021-12-31@ABC@弱弱的问一句，3.5的本还有机会出去吗[滴汗]
光大银行@ABC@2021-12-31@ABC@庄家量化磨人在等三线交叉，明年光大很可能大反转，今年下半年已经整改不少了。哪天跌
光大银行@ABC@2021-12-31@ABC@半年后再看光大
光大银行@ABC@2021-12-31@ABC@主力就和你耗，有本领砸吧怕你个鬼
光大银行@ABC@2021-12-31@ABC@咱也不懂咱也不敢问，这银行就没有素质货币吗？
光大银行@ABC@2021-12-31@ABC@反复下探的话3.31会撑不住，下个补仓目标价3.26，综合成本3.33看空做多
光大银行@ABC@2021-12-31@ABC@没法跨进2022年了
光大银行@ABC@2021-12-31@ABC@这个腊鸡，什么时候倒闭
光大银行@ABC@2021-12-31@ABC@你不能争口气拉几个点给我们看看么[怒][怒][怒]
光大银行@ABC@2021-12-31@ABC@这种控盘也太极致了吧，一天的成交量也没这几个压拖盘多[滴汗]
光大银行@ABC@2021-12-31@ABC@所谓的慢牛行情，就是打压银行股，其他股上涨！
光大银行@ABC@2021-12-31@ABC@上四十万了，跌也不让跌，涨也不让涨，这个价格时间不短了兄弟们。
光大银行@ABC@2021-12-31@ABC@持仓股中唯一一只绿的，牛逼
光大银行@ABC@2021-12-31@ABC@弱弱地问一下，这样的量化交易合法吗？
光大银行@ABC@2021-12-31@ABC@对于长线投资者而言，光大银行现价是可遇不可求的价格，唯有银行，证券，地产板块今年
光大银行@ABC@2021-12-30@ABC@光大银行，够可恶，把投资者活埋从年初到年底，一个都不放过！
光大银行@ABC@2021-12-31@ABC@，说得好听是慢牛都是[旺柴]屁，其实就是压银行！
光大银行@ABC@2021-12-31@ABC@怀疑买了个要倒闭清盘的股票
光大银行@ABC@2021-12-31@ABC@真是无耻到极点！
光大银行@ABC@2021-12-31@ABC@来吧。
光大银行@ABC@2021-12-31@ABC@破股破股破股
光大银行@ABC@2021-12-31@ABC@这是有多不希望它涨啊，压的的这么死
光大银行@ABC@2021-12-31@ABC@走了，真成垃圾了。
光大银行@ABC@2021-12-31@ABC@缺德玩意[左哼哼][右哼哼]
光大银行@ABC@2021-12-31@ABC@我觉得光大这垃圾应该不满足今年才跌12个点，努努力今天跌破年内新低还是可以的。
光大银行@ABC@2021-12-31@ABC@李董一天天能说会道，报告漂亮的很，唉
光大银行@ABC@2021-12-31@ABC@光大今年算是完犊子了，看明年吧
光大银行@ABC@2021-12-31@ABC@年头跌到年尾暴跌市值600亿，最后一天，来个涨停行不行，填了权终止耍流氓吧
光大银行@ABC@2021-12-31@ABC@光大银行：融资净买入429.86万元，融资余额17.79亿元（12-30）
光大银行@ABC@2021-12-30@ABC@一年来，相信很多人都向光大董事们的妈妈问好的！
光大银行@ABC@2021-12-30@ABC@该有多蠢才买这种票！
光大银行@ABC@2021-12-30@ABC@本来想买金凤科技的，看着金控，买了光大，结果金控没批，房地产拖累这金融起不来，有
光大银行@ABC@2021-12-30@ABC@请趁惜331、332的光行
光大银行@ABC@2021-12-30@ABC@受不了，清仓走人
光大银行@ABC@2021-12-30@ABC@织布机第一股
光大银行@ABC@2021-12-30@ABC@感谢不杀之恩
光大银行@ABC@2021-12-30@ABC@我50万股今天撤了换别的
光大银行@ABC@2021-12-30@ABC@一个破股票一天到晚再那为了几分钱t来t去，能赚多少？要想短时间发财就去做期货或者
光大银行@ABC@2021-12-30@ABC@1亿
光大银行@ABC@2021-12-23@ABC@创新谋变促进共同富裕 光大银行探索普惠财富管理“光大经验”
光大银行@ABC@2021-12-30@ABC@外面随便买一只，都比耗在这里强，散户真的不要买这个股票，浪费时间，浪费时生命。
光大银行@ABC@2021-12-30@ABC@为什么买光大银行股，因为我是股盲
光大银行@ABC@2021-12-30@ABC@，天天就是磨洋工
光大银行@ABC@2021-12-30@ABC@什么时候下探到3,0再买点
光大银行@ABC@2021-12-30@ABC@等我的100万股卖呢？
光大银行@ABC@2021-12-30@ABC@都是拖盘机器人，光腚赔了夫人又折兵，空欢喜
光大银行@ABC@2021-12-30@ABC@受不了了，走了走了
光大银行@ABC@2021-12-30@ABC@哦，上帝，送它去见上帝吧！
光大银行@ABC@2021-12-30@ABC@如果金控牌照落空，光大大的行情将更是一地鸡毛。
光大银行@ABC@2021-12-30@ABC@光大有基金持股吗？明天会不会做市值？
光大银行@ABC@2021-12-30@ABC@愚蠢的人类，我来试试水。
光大银行@ABC@2021-12-30@ABC@买了光大，成了光头强了，亏光光，哈哈
光大银行@ABC@2021-12-30@ABC@光大的每股收益是有问题的, 优先股息太高, 永续债太多....
光大银行@ABC@2021-12-30@ABC@中植系？
光大银行@ABC@2021-12-30@ABC@老千股，来一个套一个，叫你输的心服口服！
光大银行@ABC@2021-12-30@ABC@能骂人吗
光大银行@ABC@2021-12-30@ABC@光大，向上突破3.35再买。
光大银行@ABC@2021-12-30@ABC@确实太稳了！没有操作空间，就当存银行吧。
光大银行@ABC@2021-12-30@ABC@稳过头了吧
光大银行@ABC@2021-12-30@ABC@俺服了我先撤了
光大银行@ABC@2021-12-30@ABC@真棒，只要银行股还有一只是绿的，就可能是这孙子。
光大银行@ABC@2021-12-30@ABC@这股票买了真是晦气啊
光大银行@ABC@2021-12-30@ABC@今天能到3.34
光大银行@ABC@2021-12-30@ABC@求求你，别再做机器人量化交易了，要么涨一点，要么跌一点，痛快点，肯请赠坚韧会好好
光大银行@ABC@2021-12-30@ABC@压的真牢！中金汇金养老金金金坐庄，北所上所深圳所所所圈钱，横批:财政部雁过拔毛3
光大银行@ABC@2021-12-29@ABC@恒大欠光大银行的100多亿贷款要计提吗？
光大银行@ABC@2021-12-30@ABC@庄稼，欠骂
光大银行@ABC@2021-12-29@ABC@今天招行的跌幅出人意料，我也有些恐慌便私信了森马先生，他回我消息说：凡是今天勇敢
光大银行@ABC@2021-12-30@ABC@是不是鬼压床
光大银行@ABC@2021-12-30@ABC@恶心之极
光大银行@ABC@2021-12-30@ABC@织布机快出布了
光大银行@ABC@2021-12-30@ABC@41万手恶意压盘，建议严查。
光大银行@ABC@2021-12-30@ABC@这边建议全部单子压在33哦，这样看起来更有魄力
光大银行@ABC@2021-12-30@ABC@$光大银行(SH601818)$我钱全套这里面了，他还就不涨
光大银行@ABC@2021-12-30@ABC@压单与托单越来越大了，今天看到40万呀！说明什么？
光大银行@ABC@2021-12-30@ABC@死股一只，天天织布
光大银行@ABC@2021-12-30@ABC@快乐是别人的
光大银行@ABC@2021-12-30@ABC@半仓在这里做无用功，绝绝子
光大银行@ABC@2021-12-30@ABC@天天要死不活的样子
光大银行@ABC@2021-12-30@ABC@$光大银行(SH601818)$12个点啊，啥时是个头
光大银行@ABC@2021-12-30@ABC@昨天刚来这么垃圾[哭]
光大银行@ABC@2021-12-30@ABC@轰隆隆，织布机又启动啦……
光大银行@ABC@2021-12-30@ABC@光大银行12月29日被沪股通减持176.56万股
光大银行@ABC@2021-12-30@ABC@[笑哭][笑哭][笑哭]
光大银行@ABC@2021-12-30@ABC@金控集团的审核工作，遥望2022年了…高，实在是高……
光大银行@ABC@2021-12-29@ABC@求求大家，看到我家森马了说一声别玩招丧银行了，快点回家种地，否则老婆要跟别人跑了
光大银行@ABC@2021-12-30@ABC@光大银行：融资净买入846.56万元，融资余额17.75亿元（12-29）
光大银行@ABC@2021-12-14@ABC@银行股里的另一个潜在大利空是招行
光大银行@ABC@2021-12-29@ABC@郑州东枫外国语学校是什么情况
光大银行@ABC@2021-12-29@ABC@招行要走中国平安的老路，先看腰斩，易方达有一百亿招行，必须玩完
光大银行@ABC@2021-12-29@ABC@年底冲锋时刻，加油了！[加油]
光大银行@ABC@2021-12-29@ABC@惊闻一直被人忽悠要去做接盘侠的招行，今撑不住了，巨阴杀，怕怕。早知道了这下场。主
光大银行@ABC@2021-12-29@ABC@还会跌到2.6不？
光大银行@ABC@2021-12-29@ABC@45是招行最后的遮羞布，破了直接去30
光大银行@ABC@2021-12-29@ABC@还没到最后一刻，谁也不知道会出现什么变动
光大银行@ABC@2021-12-29@ABC@这天天一分二分玩着，一直也不上，和买到假股票有什么区别。直接退市算了，在股市中存
光大银行@ABC@2021-12-29@ABC@今天这块布织的不错……猪力有心了……
光大银行@ABC@2021-12-29@ABC@天眼查给我发信息说有4000条预警风险[梭哈]
光大银行@ABC@2021-12-29@ABC@北京12月29日讯银保监会山西银保监局网站昨日披露的2021年三季度山西省银行业
光大银行@ABC@2021-12-29@ABC@今天为招含点赞，以为你永远是神呢，这波韭菜割的痛快，走势完美漂亮！飞流直下三千尺
光大银行@ABC@2021-12-29@ABC@光大大的二维码绘得好看吗？
光大银行@ABC@2021-12-29@ABC@这样盘的时间不短了，方向会向下吗？
光大银行@ABC@2021-12-29@ABC@做个人让我出去吧，已经抑郁症了都。。。
光大银行@ABC@2021-12-29@ABC@谷子地呢？
光大银行@ABC@2021-11-26@ABC@招行要走中国平安的老路了
光大银行@ABC@2021-11-26@ABC@易方达持100多亿的招行，去年年底兴全基金一百多亿平安
光大银行@ABC@2021-12-29@ABC@这个银行好久退市
光大银行@ABC@2021-12-29@ABC@招行放量下跌，吧里两个小丑出来走一走。
光大银行@ABC@2021-12-29@ABC@条形码
光大银行@ABC@2021-12-29@ABC@光大银行天天玩这个，什么意思呢[为什么]
光大银行@ABC@2021-12-29@ABC@光大拥有全球最先进的织布机，哈哈
光大银行@ABC@2021-12-29@ABC@这布织的，真好看，一条直线[大笑]
光大银行@ABC@2021-12-29@ABC@买入吃股息如何？伙伴们
光大银行@ABC@2021-12-29@ABC@光大被量化给控盘了。量化就电脑自动交易。可以自动收集全球信息然后给出多空权重进行
光大银行@ABC@2021-12-29@ABC@这个织布机还不错。
光大银行@ABC@2021-12-29@ABC@鸡精在赔本砸盘，我们知道鸡精赔本砸盘，鸡精知道我们知道它们在赔本砸盘，我们知道鸡
光大银行@ABC@2021-12-29@ABC@9.15分,挂的3.32  ,一直没买到.....
光大银行@ABC@2021-12-28@ABC@601818:中国光大银行股份有限公司内幕信息及知情人管理制度(2021年修订稿)
光大银行@ABC@2021-12-29@ABC@股市需要和谐，需要公平，都应该跟光腚银行一样，涨跌幅就是上下一分，看看谁还操作妖
光大银行@ABC@2021-12-29@ABC@散户接盘的力量[摊手]
光大银行@ABC@2021-12-29@ABC@晦气
光大银行@ABC@2021-12-29@ABC@还是光大安全，看看招丧，那两个狐臭和马屁呢，去看看你们招丧。
光大银行@ABC@2021-12-29@ABC@A股今年最差劲就是光腚银行
光大银行@ABC@2021-12-29@ABC@天气冷了，纺织厂又开工了，多空一分钱世界大战
光大银行@ABC@2021-12-29@ABC@这个时间段还去盯盘已经没有任何意义了。
光大银行@ABC@2021-12-29@ABC@$光大银行(SH601818)$垃圾始终是垃圾
光大银行@ABC@2021-12-29@ABC@下上30万
光大银行@ABC@2021-12-28@ABC@总体感觉今年以来股市难以操作，基本都是板块轮动，银行股只是护盘工具，今后大势就是
光大银行@ABC@2021-12-29@ABC@一分玩半年
光大银行@ABC@2021-12-29@ABC@今天不是涨停吗
光大银行@ABC@2021-12-29@ABC@光大银行12月28日获沪股通增持194.2万股
光大银行@ABC@2021-12-29@ABC@光大银行：融资净偿还324万元，融资余额17.66亿元（12-28）
光大银行@ABC@2021-12-28@ABC@僵尸股，垃圾，我呸
光大银行@ABC@2021-12-28@ABC@601818:中国光大银行股份有限公司第八届董事会第三十四次会议决议公告
光大银行@ABC@2021-12-28@ABC@基于光大银行已沦为僵尸股，下调其目标价为1.4元，请广大投资者注意风险
光大银行@ABC@2021-12-28@ABC@光大腚银行
光大银行@ABC@2021-12-28@ABC@这股票能买吗
光大银行@ABC@2021-12-28@ABC@明天涨停过年
光大银行@ABC@2021-12-28@ABC@601818:中国光大银行股份有限公司关联交易公告(1)
光大银行@ABC@2021-12-28@ABC@601818:中国光大银行股份有限公司信息披露事务管理制度(2021年修订稿)
光大银行@ABC@2021-12-28@ABC@一大堆没用的公告，看来还要跌！
光大银行@ABC@2021-12-28@ABC@已经五年的可转债，光大到时候转股靠谁拉？
光大银行@ABC@2021-12-28@ABC@601818:关于中国光大银行股份有限公司2021年第二次临时股东大会的法律意见书
光大银行@ABC@2021-12-28@ABC@601818:中国光大银行股份有限公司2021年第二次临时股东大会决议公告
光大银行@ABC@2021-12-28@ABC@601818:中国光大银行股份有限公司续聘会计师事务所公告
光大银行@ABC@2021-12-28@ABC@601818:中国光大银行股份有限公司关联交易公告(2)
光大银行@ABC@2021-12-28@ABC@601818:中国光大银行股份有限公司第八届监事会第十六次会议决议公告
光大银行@ABC@2021-12-28@ABC@光大的投资者们一定要顶住，现在已经跌不动，见底了。下一步，只会震荡向上，就像咱国
光大银行@ABC@2021-12-28@ABC@假如离开这里十年后的我，会是个什么样子。股市会是个什么样子。光大银行会是个什么样
光大银行@ABC@2021-12-28@ABC@这股不安全呀，明天高一分全仓卖了，赚300块钱。
光大银行@ABC@2021-12-28@ABC@怎么还不退市，光大银行就是装大银行
光大银行@ABC@2021-12-28@ABC@一动不动[哈欠]
光大银行@ABC@2021-12-28@ABC@每次大涨前都是打压跳水几天，出现跳水大家就可安心买入建仓了，现在股息都6个多点了
光大银行@ABC@2021-12-28@ABC@夜观天象，小光涨停日倒计时了
光大银行@ABC@2021-12-28@ABC@记得前年包钢1.03时也是这个走势，吧里也是现在这种氛围，现在是比谁更有耐心。
光大银行@ABC@2021-12-28@ABC@光大银行不会有雷吧？业绩增长18%是怎么来的？
光大银行@ABC@2021-12-28@ABC@.32–.34之间混了4天了！[大笑]
光大银行@ABC@2021-12-28@ABC@重仓光大和农行的我，每天看着2，3千的波动无语了。
光大银行@ABC@2021-12-26@ABC@看来光大银行快配股了。[想一下]
光大银行@ABC@2021-12-28@ABC@严重跑输指数，买指数都比买这个货强。
光大银行@ABC@2021-12-28@ABC@光蛋银行
光大银行@ABC@2021-12-27@ABC@今天的条码打印出来了蛮清晰，如此甚好。
光大银行@ABC@2021-12-26@ABC@央视主播带你走进云缴费数据中心：不管你从哪个平台缴费，甚至是其他银行的平台，后面
光大银行@ABC@2021-12-28@ABC@光大欠持有者一个涨停，因为分红到现在还没填权。
光大银行@ABC@2021-12-28@ABC@几天没有来看你，股价都没有变化啊，这样什么时候才能让我破产啊，要加油哦。
光大银行@ABC@2021-12-28@ABC@光大完蛋了！！！
光大银行@ABC@2021-12-28@ABC@光大和农业是一对活宝[摊手][旺柴]
光大银行@ABC@2021-12-28@ABC@9.15分,挂得3.34  ,一直跑不掉.....
光大银行@ABC@2021-12-28@ABC@上下30万
光大银行@ABC@2021-12-28@ABC@[大笑]略尽绵薄之力
光大银行@ABC@2021-12-28@ABC@心电图都没你稳
光大银行@ABC@2021-12-28@ABC@3月19号买的，到现在还亏十多个点，说好的价值投资了，去她吗的，光大就是个坑。
光大银行@ABC@2021-12-28@ABC@上面压那么多打不下去的
光大银行@ABC@2021-12-28@ABC@[图片]
光大银行@ABC@2021-12-28@ABC@跌一分钱，真是辛苦你了
光大银行@ABC@2021-12-28@ABC@https://vote.sseinfo.com/home  601818光大银
光大银行@ABC@2021-12-28@ABC@刚刚投了票，全反对
光大银行@ABC@2021-12-28@ABC@还是3，3收盘都可以呀
光大银行@ABC@2021-12-28@ABC@就硬压着不涨
光大银行@ABC@2021-12-28@ABC@小银行护不了盘还是工行可以
光大银行@ABC@2021-12-20@ABC@调了一年多了该涨涨了加油回到4元上！
