江阴银行@ABC@2022-01-14@ABC@兰州银行：将于1月17日在深交所上市 兰州银行资讯
江阴银行@ABC@2022-01-05@ABC@一分也是涨，低价就是强，明天继续上，铁树开花香。
江阴银行@ABC@2022-01-05@ABC@敢不敢每天涨一分，老子拿一年[捂脸]
江阴银行@ABC@2022-01-05@ABC@反弹结束3.83买进
江阴银行@ABC@2022-01-05@ABC@可能要震荡几天再突破前高
江阴银行@ABC@2022-01-05@ABC@别瞎猜了，今天不涨的原因是日线斜率大了…这玩意近段时间悄悄的涨，40度左右修正
江阴银行@ABC@2022-01-05@ABC@全都是卖出。
江阴银行@ABC@2022-01-05@ABC@今天在行业中倒数第一
江阴银行@ABC@2022-01-05@ABC@太弱了太弱了清仓走人！
江阴银行@ABC@2022-01-05@ABC@这货真水了
江阴银行@ABC@2022-01-05@ABC@今天下跌主力反流入超过流出了，是不是可笑啊
江阴银行@ABC@2022-01-05@ABC@江阴银行01月04日获深股通增持100.88万股
江阴银行@ABC@2022-01-04@ABC@江阴银行：“江银转债”截止2021年12月31日转股577股
江阴银行@ABC@2022-01-04@ABC@江阴银行:关于2021年第四季度可转债转股情况的公告
江阴银行@ABC@2022-01-04@ABC@可笑不，这么涨主力能出货，现在明显是在吃货中。
江阴银行@ABC@2022-01-04@ABC@趴了5年，牛
江阴银行@ABC@2022-01-04@ABC@要买龙头张家港行
江阴银行@ABC@2022-01-04@ABC@银行股如果起来这股一个月就能翻倍，弹簧压的太紧了.
江阴银行@ABC@2022-01-04@ABC@大盘顶不住了，还不起来护个盘？你可是低价银行股[哭]
江阴银行@ABC@2022-01-04@ABC@现在小心点债，减去安全的国债外，公司的债都不安全，87块的现在涨到99块了，前面
江阴银行@ABC@2022-01-02@ABC@一入股市深似海，表面温柔实则险。多少民众迷其中，欲罢不能日夜遨。
江阴银行@ABC@2022-01-03@ABC@江阴银行：本周深股通持股量环比增加3%，周内增仓幅度居银行板块第九
江阴银行@ABC@2021-12-31@ABC@主要是这银行名字不吉利
江阴银行@ABC@2022-01-01@ABC@庄也敖的住，你就死跟它敖，敖成老股民，钱自动进腰包。[得意]
江阴银行@ABC@2022-01-01@ABC@银行行业最新持股市值为1846.79亿元，行业排名第五（12-31)
江阴银行@ABC@2022-01-01@ABC@江阴银行12月31日获深股通增持22.21万股
江阴银行@ABC@2021-12-31@ABC@年度盘点：江阴银行2021年跌6.06%，跑输大盘
江阴银行@ABC@2021-12-24@ABC@大宗交易：江阴银行成交326.31万元，折价9.40%（12-24）
江阴银行@ABC@2021-12-31@ABC@万手哥出场，确保季线收阳
江阴银行@ABC@2021-12-31@ABC@能不能红一红涨三分钱，喜迎元旦新年，图个吉利
江阴银行@ABC@2021-12-31@ABC@按现行价折价5～10％，那就是3.4～3.5的价格转让!至少还赚2元每股，小散有
江阴银行@ABC@2021-12-31@ABC@从18横到22年，你牛逼。
江阴银行@ABC@2021-12-31@ABC@小样，有种再来几个万手哥，诱多呢！
江阴银行@ABC@2021-12-31@ABC@散户们投票，把江阴银行改阴间银行
江阴银行@ABC@2021-12-31@ABC@给个建议，江阴换平安怎样？
江阴银行@ABC@2021-12-31@ABC@江阴银行12月30日获深股通增持78.45万股
江阴银行@ABC@2021-12-30@ABC@去年收4块1，今年收3块8毛多，拿了一整年的江阴股民心里是拔凉拔凉的，而且是二年
江阴银行@ABC@2021-12-31@ABC@转发
江阴银行@ABC@2021-12-30@ABC@补仓吧
江阴银行@ABC@2021-12-30@ABC@只有它们停止生长，压舱石才会臭鱼翻身吧
江阴银行@ABC@2021-12-30@ABC@很有意思，宁波银行一年一个标准的筋斗云往上翻，招商银行一年50%很标准的往上走，
江阴银行@ABC@2021-12-30@ABC@只要银行不破产，破净买入待增产。
江阴银行@ABC@2021-12-30@ABC@紫金银行：公司董事、高管人员拟增持股份
江阴银行@ABC@2021-12-30@ABC@江阴银行改名，江阴商贷
江阴银行@ABC@2021-12-30@ABC@15元的本！！！
江阴银行@ABC@2021-12-20@ABC@股吧是学习交流的地方，对于注册几天的小号进行无端持续
江阴银行@ABC@2021-12-30@ABC@遭遇压力位，涨不动了，卖出，我说要跌就还会继续下跌，必须有
江阴银行@ABC@2021-12-30@ABC@不要以为趴地虫变不成钻地龙…
江阴银行@ABC@2021-12-30@ABC@银行赛道，否极泰来否？
江阴银行@ABC@2021-12-29@ABC@明天如果跌到3.75再增持50手
江阴银行@ABC@2021-12-30@ABC@江阴银行12月29日获深股通增持28.77万股
江阴银行@ABC@2021-12-29@ABC@这么低的市盈率，跟着大金融走一波吧，连续跌了几年了，也该起来了
江阴银行@ABC@2021-12-29@ABC@小银行现在不行了，看看农商行和城市银行，基本都是跌跌跌，没有多大希望，小涨一天，
江阴银行@ABC@2021-12-29@ABC@如今是题材股行情，银行只会压指数，没有上涨动能。
江阴银行@ABC@2021-12-28@ABC@15多的本，什么时候回来
江阴银行@ABC@2021-12-29@ABC@跌5分加10手、向6万股努力！
江阴银行@ABC@2021-12-29@ABC@看走眼了，原来是一只疆尸股！
江阴银行@ABC@2021-12-29@ABC@每天成交两千多万，挂出的都是万手千手大单，真牛批！这是什么致粘操盘手肺邬主力才做
江阴银行@ABC@2021-12-29@ABC@这货是阴沟的阴行
江阴银行@ABC@2021-12-29@ABC@真踏马牛批，每天两千多万成交，挂出的都是万手千手单，主力你脑子里面堆满了翔？
江阴银行@ABC@2021-12-29@ABC@江阴银行12月28日被深股通减持30.82万股
江阴银行@ABC@2021-12-28@ABC@玩的就是心跳
江阴银行@ABC@2021-12-28@ABC@江阴银行不去三块，有点对不起广大机构啊。负的全50%的人在挣钱。
江阴银行@ABC@2021-12-28@ABC@今天建仓20手
江阴银行@ABC@2021-12-28@ABC@有意思一分钱耍几天
江阴银行@ABC@2021-12-28@ABC@湘财圆网，为什么要把一个多月前的帖子天天放到前面来？
江阴银行@ABC@2021-12-28@ABC@江阴应该会成新龙头
江阴银行@ABC@2021-12-27@ABC@10.5元提股多少年了，一直在亏钱。什么时候能回本
江阴银行@ABC@2021-12-28@ABC@情绪起来了，加仓干就是！
江阴银行@ABC@2021-12-21@ABC@江阴银行12月20日获深股通增持26.72万股
江阴银行@ABC@2021-12-27@ABC@3元以下见，
江阴银行@ABC@2021-12-27@ABC@垃圾
江阴银行@ABC@2021-12-27@ABC@为了中国股市健康发展，应该来一波业绩股炒作！
江阴银行@ABC@2021-12-26@ABC@深股通连续2周净卖出江阴银行 累计净卖出967.68万元
江阴银行@ABC@2021-12-25@ABC@天天宿量下跌看看跌多久3.90买的做股东了
江阴银行@ABC@2021-12-06@ABC@【晨报】A股规模最大银行ETF12.3最新单日场内成交额高达2.80亿元
江阴银行@ABC@2021-12-24@ABC@我买银行就没赚钱过，一直是被套被套再被套
江阴银行@ABC@2021-12-21@ABC@涨停
江阴银行@ABC@2021-12-24@ABC@横了三年时间盘，不翻个倍报复一下顺便迎接跨年？
江阴银行@ABC@2021-12-24@ABC@又跌回去了！
江阴银行@ABC@2021-12-24@ABC@最低价收盘，下周还有下跌空间。
江阴银行@ABC@2021-12-24@ABC@银行股，想涨一分都很难，但跌几确非常容易
江阴银行@ABC@2021-12-24@ABC@差不多了，开始吧。
江阴银行@ABC@2021-12-24@ABC@还要调整几天，等20日和30日线上来，再等短期均线上串中长期均线后，才会上涨。
江阴银行@ABC@2021-12-24@ABC@要死不活的，没有成交量，真让我们亏钱当永久小股东吗？
江阴银行@ABC@2021-12-24@ABC@持续看好江阴银行
江阴银行@ABC@2021-12-24@ABC@关键时刻还得看银行！！！！！！！！
江阴银行@ABC@2021-12-24@ABC@江阴银行12月23日获深股通增持14.51万股
江阴银行@ABC@2021-12-24@ABC@今天开拉，没上车的抓紧。这个庄牛逼，比中南文化的拉稀哥强
江阴银行@ABC@2021-12-23@ABC@今年吃肉就靠你了。
江阴银行@ABC@2021-12-18@ABC@盈利的股票我在上周都清仓了，上周又开始加买光大银行、青龙商行和江阴银行，银行股不
江阴银行@ABC@2021-12-23@ABC@说跌就要跌，明天还会继续下跌，不放量大跌不没，现在的操作就是尽量卖股票，大跌在后
江阴银行@ABC@2021-12-23@ABC@这支股票明显是在画线，年线还没有画好，还得跌。
江阴银行@ABC@2021-12-23@ABC@继续下跌，我在3.70等你啊！
江阴银行@ABC@2021-12-21@ABC@运气真好。
江阴银行@ABC@2021-12-23@ABC@银行股，真没意思，压资金，就想让我们散户当股东。
江阴银行@ABC@2021-12-23@ABC@申股通大幅减持江阴，你们懂的，业绩好的宝宝不吵[大笑][大笑]
江阴银行@ABC@2021-12-23@ABC@这支股票庄家明显是在划线，年线还没有跌到位，还有跌。
江阴银行@ABC@2021-12-23@ABC@调整的比较多，明天还能跌多少[大笑][大笑]
江阴银行@ABC@2021-12-23@ABC@发力吧。差不多了
江阴银行@ABC@2021-12-16@ABC@大宗交易：江阴银行成交1960万元，溢价4.99%（12-16）
江阴银行@ABC@2021-12-23@ABC@说跌就要跌，下午还会跌的更厉害，下午两点半跳水，大盘明显涨不动了，既然涨不起来，
江阴银行@ABC@2021-12-23@ABC@等它跌破3块钱再说
江阴银行@ABC@2021-12-23@ABC@加油干，别忍着
江阴银行@ABC@2021-12-23@ABC@江阴银行12月22日被深股通减持9.57万股
江阴银行@ABC@2021-12-22@ABC@今天技术回调快买入
江阴银行@ABC@2021-12-22@ABC@放心吧，下午就涨回来了，瞧一下量比，全是忽悠人的，卖出的全是上当的
江阴银行@ABC@2021-12-22@ABC@已经反弹到前期顶部，暂时看下跌调整。
江阴银行@ABC@2021-12-22@ABC@日线放大量，调整也正常。周线未放量，回落可加仓。后量超前量，上涨有希望。后市出红
江阴银行@ABC@2021-12-22@ABC@别别下来
江阴银行@ABC@2021-12-15@ABC@大宗交易：江阴银行成交2200万元，溢价5.54%（12-15）
江阴银行@ABC@2021-12-21@ABC@紫金封板了，啥情况[囧]
江阴银行@ABC@2021-12-22@ABC@双托单不就是想让别人买单吗？就不买，看你表演跳水
江阴银行@ABC@2021-12-22@ABC@假港资怎么砸都没用[大笑][大笑]
江阴银行@ABC@2021-12-22@ABC@做个T，成本降到3.7了[大笑][大笑]
江阴银行@ABC@2021-12-22@ABC@一线地产涨后，在降准、lpr降之后，二线地产接棒一线，地产好了，银行股就醒了，券
江阴银行@ABC@2021-12-22@ABC@这个股已经没有人气。需要一个涨停来鼓励一下气氛！不然就跟这家公司一样。
江阴银行@ABC@2021-12-22@ABC@离谱
江阴银行@ABC@2021-12-22@ABC@主力介入不多，等待回调中
江阴银行@ABC@2021-12-21@ABC@紫金公告了，这垃圾会触发吗
江阴银行@ABC@2021-12-22@ABC@江阴银行12月21日被深股通减持38.67万股
江阴银行@ABC@2021-12-21@ABC@江阴低于净值太多，啥时候也触发？公司哪天会回应一下？
江阴银行@ABC@2021-12-21@ABC@明天买你，看阴不阴[哈欠][哈欠]
江阴银行@ABC@2021-12-20@ABC@短线，完美的上升趋势。。。等待冲击4.5。。。
江阴银行@ABC@2021-12-21@ABC@12月21日，紫金银行公告，自2021年11月24日起至2021年12月21日，
江阴银行@ABC@2021-12-21@ABC@日线和周线双W基本成形。连续跌了差不都一年了，人气跌没了也就到头了。高位股的回落
江阴银行@ABC@2021-12-21@ABC@早说过了，过年前必会有一次大涨，目标最少4元以上
江阴银行@ABC@2021-12-21@ABC@机构调研多了，就会形成趋势思维，将来和酒，新能源一样。众人拾柴火焰高。
江阴银行@ABC@2021-12-21@ABC@哈哈哈，盯你好几天了
江阴银行@ABC@2021-12-21@ABC@明天见4元，不见我不信！
江阴银行@ABC@2021-12-17@ABC@这是什么盘口语言呢？前有枪，后有炮。中间就是要你1115，要要要捂哦。是不是这个
江阴银行@ABC@2021-12-14@ABC@大宗交易：江阴银行成交4500万元，溢价5.82%（12-14）
江阴银行@ABC@2021-12-21@ABC@刚卖紫金银行又来追你
江阴银行@ABC@2021-12-21@ABC@走了，知足者常乐。落袋为安
江阴银行@ABC@2021-12-21@ABC@明天公开年线走低？
江阴银行@ABC@2021-12-17@ABC@你有三到五年的信心，可以买它；你只有三到五天的心态，你赶快离开。它是投资股，不是
江阴银行@ABC@2021-12-21@ABC@银行板块市值倒数第一
江阴银行@ABC@2021-12-21@ABC@跑跑跑
江阴银行@ABC@2021-12-21@ABC@就这样了，没希望了
江阴银行@ABC@2021-12-21@ABC@郁闷，上午江阴银行和太平洋之间选择，结果选了江阴[哭]
江阴银行@ABC@2021-12-21@ABC@没戏了
江阴银行@ABC@2021-12-21@ABC@运气不错
江阴银行@ABC@2021-12-21@ABC@市场短期调整还没结束，今天涨的多过两天还得跌不少
江阴银行@ABC@2021-12-21@ABC@呼叫万手哥。呼叫万手哥。。呼叫万手哥。。。吃了3.89。。。。。。。。
江阴银行@ABC@2021-12-21@ABC@有没有可能今年年线拉红？
江阴银行@ABC@2021-12-21@ABC@那么多年的阴跌，就不能扳一次吗[龙头][龙头][龙头][龙头]就问你能不能来个涨
江阴银行@ABC@2021-12-21@ABC@该涨了
江阴银行@ABC@2021-12-21@ABC@这阴江银行上市六年跌五年，今天回光返照了吗？
江阴银行@ABC@2021-12-21@ABC@是真神奇我一买就不涨了[奸笑][买入][买入][买入][火箭]
江阴银行@ABC@2021-12-21@ABC@我本意是等着突破82站稳82会稳步向上，你这一下，我又犹豫了
江阴银行@ABC@2021-12-21@ABC@冲呀，千年等一回
江阴银行@ABC@2021-12-21@ABC@两个字起飞，已经挡不住了哈哈666
江阴银行@ABC@2021-12-21@ABC@走了，我不走明天又该跌了，不影响你们赚钱了
江阴银行@ABC@2021-12-21@ABC@紫金银行涨停了
江阴银行@ABC@2021-12-21@ABC@江阴银行12月21日快速上涨
江阴银行@ABC@2021-12-21@ABC@步步为营。。。
江阴银行@ABC@2021-12-21@ABC@地产炒了炒银行，大盘不行，银行股要护盘了
江阴银行@ABC@2021-12-20@ABC@关于湘财圆网每天翻帖的问题
江阴银行@ABC@2021-12-21@ABC@房地产都飞了，别装了，可以飞了
江阴银行@ABC@2021-12-20@ABC@梦开始的地方
江阴银行@ABC@2021-12-20@ABC@今天能红，你是最靓的仔
江阴银行@ABC@2021-12-20@ABC@今天是真强啊
江阴银行@ABC@2021-12-20@ABC@耐心等待它挖坑，不挖这个坑它还能干个啥呢？
江阴银行@ABC@2021-12-20@ABC@今天这么抗跌，和你一贯的作风不符啊，有本事跌下来
江阴银行@ABC@2021-12-19@ABC@江阴银行：本周深股通持股量环比减少7%，周内减仓幅度居银行板块第五
江阴银行@ABC@2021-12-17@ABC@大家别吵，我准备收购这个银行，等我举牌[大笑]
江阴银行@ABC@2021-12-16@ABC@江阴银行12月16日大宗交易成交1960.00万元
江阴银行@ABC@2021-12-18@ABC@江阴银行12月17日被深股通减持31.53万股
江阴银行@ABC@2021-12-17@ABC@大宗交易都怕了这股，今天不露面了[大笑][大笑][大笑][大笑][大笑]
江阴银行@ABC@2021-12-17@ABC@愧对江阴市人民对你的厚爱！本来你就一农村信用社，江阴人民把你捧成了银行，结果令所
江阴银行@ABC@2021-12-17@ABC@银行业i，坏账多。估值虚，破净发。公募抛，信者套。
江阴银行@ABC@2021-12-17@ABC@关键时刻，还得看银行啊[想一下][想一下][想一下]
江阴银行@ABC@2021-12-17@ABC@呼叫万手哥…。呼叫万手哥…。。吃了3.82……
江阴银行@ABC@2021-12-17@ABC@为何？
江阴银行@ABC@2021-12-13@ABC@准备了50万，全买你了！我相信你没问题的，今天至少3个点
江阴银行@ABC@2021-12-17@ABC@今日3.85见[想一下][想一下]
江阴银行@ABC@2021-12-17@ABC@我真的想问候这只股的全家了，你牛逼
江阴银行@ABC@2021-12-17@ABC@昨天放量光头大阳线，今日强势缩量调整
江阴银行@ABC@2021-12-16@ABC@无良无赖江阴银行，骗占我的存单
江阴银行@ABC@2021-12-16@ABC@我的本在2.94，随你怎么玩，我在未来5年内，只补不卖，每次有3毛钱差价，就补
江阴银行@ABC@2021-12-16@ABC@只要外资砸出来，让老外砸完[大笑][大笑]
江阴银行@ABC@2021-12-16@ABC@今日估计暴涨2分
江阴银行@ABC@2021-12-16@ABC@银行股中真没有比阴间银行走得更差的了，不过，在修仙时代，阴间也是个不错的地方啊
