江阴银行@ABC@2022-01-14@ABC@兰州银行：将于1月17日在深交所上市 兰州银行资讯
江阴银行@ABC@2022-01-14@ABC@江阴银行01月13日获深股通增持171.41万股
江阴银行@ABC@2022-01-14@ABC@量度涨幅远未到，市场震荡不凑巧，部份资金往外跑，继续缩量需要调。
江阴银行@ABC@2022-01-13@ABC@$江阴银行(SZ002807)$小荷才露尖尖角！
江阴银行@ABC@2022-01-13@ABC@个13现在不发业绩预告
江阴银行@ABC@2022-01-13@ABC@我刚从紫金银行换过来……不会就要套我吧……
江阴银行@ABC@2022-01-13@ABC@江阴的规律是2年绿1年涨
江阴银行@ABC@2022-01-13@ABC@（1-13）江阴银行连续三日收于年线之上
江阴银行@ABC@2022-01-13@ABC@明天断头侧刀？还是射击......？
江阴银行@ABC@2022-01-13@ABC@玩了个寂寞
江阴银行@ABC@2022-01-13@ABC@死命捏着啊，千万不能做T
江阴银行@ABC@2022-01-13@ABC@看看我昨天发帖，力挺低价大盘蓝筹股，银行证券交通运输电信等。今天上涨很稳健，以后
江阴银行@ABC@2022-01-13@ABC@1-3月，银行股的天下。。[胜利][胜利][胜利]
江阴银行@ABC@2022-01-13@ABC@别怕早上冲到4块钱成交量才3000W，怕什么，守好了
江阴银行@ABC@2022-01-12@ABC@昨天3.97成功减仓，今天3.91成功加仓！[想一下][想一下][想一下]
江阴银行@ABC@2022-01-12@ABC@股票涨跌翘翘板，涨多要跌风向转，跌多要涨价值还，去高就低调着玩。
江阴银行@ABC@2022-01-04@ABC@江阴银行:关于诉讼事项进展的公告
江阴银行@ABC@2022-01-12@ABC@数字化经济
江阴银行@ABC@2022-01-12@ABC@K线指方向，后市要震荡，超单已进场，回调就跟上。
江阴银行@ABC@2022-01-12@ABC@震荡不用慌，均线有支撑，趋势在向上，调整又何妨！
江阴银行@ABC@2022-01-12@ABC@炒股要有诗人般的浪漫，大海一样的胸怀，你才能笑傲江湖，立足股海！
江阴银行@ABC@2022-01-12@ABC@符合近期市场热点，大盘蓝筹股，大金融板块，低价。没有涨什么，这些都是优势，关键是
江阴银行@ABC@2022-01-12@ABC@明天要上涨了，买进持有。
江阴银行@ABC@2022-01-12@ABC@这来一个举牌就牛逼了
江阴银行@ABC@2022-01-12@ABC@我已建议福建高速买入江阴银行，可惜他们不听我的
江阴银行@ABC@2022-01-12@ABC@瞧一下前面涨到最高时的3块91吧，放出巨量，但是最近的前面是3块91放出1亿多的
江阴银行@ABC@2022-01-12@ABC@走出来2000亿的步伐
江阴银行@ABC@2022-01-12@ABC@盘子小小，也跟大盘股一样，成天织布[傲]
江阴银行@ABC@2022-01-12@ABC@江阴行从最高24元跌至不到4元，跌幅不可谓不小，再跌有什么可怕的，越跌越买，信心
江阴银行@ABC@2022-01-12@ABC@下午翻红！
江阴银行@ABC@2022-01-11@ABC@要翻翻
江阴银行@ABC@2022-01-04@ABC@江阴银行：已有2.42亿元江银转债转为A股普通股
江阴银行@ABC@2022-01-12@ABC@江苏的银行股都涨的很好，买进梭哈
江阴银行@ABC@2022-01-12@ABC@这货保质、留一万手打底、跌5分补10手、涨5分卖10手、
江阴银行@ABC@2022-01-12@ABC@放量下跌快快跑，无量下跌不要怕，稳着
江阴银行@ABC@2022-01-12@ABC@挣了一个跑了，下次再来看望二师兄
江阴银行@ABC@2022-01-11@ABC@够不够骚[害羞羞]
江阴银行@ABC@2022-01-11@ABC@还没有放巨量加上上涨，持有，五日线处买进持有。
江阴银行@ABC@2022-01-12@ABC@银行行业获沪深股通净买入12.22亿元，行业排名第一（1-11)
江阴银行@ABC@2022-01-12@ABC@江阴银行01月11日获深股通增持307.4万股
江阴银行@ABC@2022-01-12@ABC@今天大涨
江阴银行@ABC@2022-01-11@ABC@不好!金融银行都在悄悄往上走
江阴银行@ABC@2022-01-11@ABC@走了走了，后面又是一个星期折腾
江阴银行@ABC@2022-01-11@ABC@趋势图形都完好，长线抱着睡大觉，胆小怕跌你就抛，弄点小利卖青苗。
江阴银行@ABC@2022-01-11@ABC@还是你稳。中南文化跌出来了
江阴银行@ABC@2022-01-11@ABC@3.97成功减仓。。。下来了看形势决定是否加仓[想一下][想一下][想一下]
江阴银行@ABC@2022-01-11@ABC@咱啥都不懂，看买卖盘数量江阴银行比平安银行、邮储银行都多，请问各位网友及高手，江
江阴银行@ABC@2022-01-11@ABC@别动，这才哪到哪，今年就算不涨高点也该在4.2以上
江阴银行@ABC@2022-01-11@ABC@炒股那么多年，我一直以来觉着压单不可怕，就怕压单突然变买单，那一嗖嗖的，你想上车
江阴银行@ABC@2022-01-10@ABC@高价高位在下跳，低价低位抢跑道，聪明资金把仓调，春暖花开摘仙桃。
江阴银行@ABC@2022-01-11@ABC@好消息大量散人在卖出了，下来主力就可以大胆拉高了。
江阴银行@ABC@2022-01-11@ABC@四块多再卖不香嘛[奸笑]
江阴银行@ABC@2022-01-11@ABC@一直看好你。加油
江阴银行@ABC@2022-01-11@ABC@3.96卖了，留下发财
江阴银行@ABC@2022-01-11@ABC@十万股拿了一年唉
江阴银行@ABC@2022-01-11@ABC@继续上行出新高，稳步向上有力道，前期高点要打掉，千军万马会过桥！
江阴银行@ABC@2022-01-10@ABC@江阴银行的主力你能不能硬气一点，做一回龙头！
江阴银行@ABC@2022-01-10@ABC@银行类年报盈利非常好。江阴也是银行股。
江阴银行@ABC@2022-01-11@ABC@江阴银行01月10日被深股通减持64.84万股
江阴银行@ABC@2022-01-04@ABC@新年新气象，开门大吉，大家好运
江阴银行@ABC@2022-01-10@ABC@期待踩383，不踩就放弃，毕竟是银行股，没有安全点不玩也罢。
江阴银行@ABC@2022-01-10@ABC@浪费一周时间
江阴银行@ABC@2022-01-10@ABC@果然最后1000多手都在抢货了，现在货有人抢说明便宜，也说明后期会有新高。
江阴银行@ABC@2022-01-10@ABC@把我洗出去太难了，持股近1百万股
江阴银行@ABC@2022-01-10@ABC@江阴银行今天摸了新高，明天不创新高就下调，短线震荡过后积蓄能量，再上攻击前期高点
江阴银行@ABC@2021-12-27@ABC@有多少朋友为了打新市值买了被套了的？
江阴银行@ABC@2022-01-10@ABC@拿到放假[奸笑][买入][买入][买入][火箭]
江阴银行@ABC@2022-01-10@ABC@下午不收起来，60分钟死叉。将下探.3.85元，甚至3.8元
江阴银行@ABC@2022-01-10@ABC@吃不上四个菜
江阴银行@ABC@2022-01-10@ABC@江阴，箭在弦上不得不发了，抄了底的，等着数钱过大年吧！
江阴银行@ABC@2022-01-05@ABC@今天银行板块里涨的好的，都是反弹行情，但是这个股有可能走趋势，看看均线你就明白了
江阴银行@ABC@2022-01-09@ABC@江阴银行：本周深股通持股量环比增加18%，周内增仓幅度居银行板块第八
江阴银行@ABC@2022-01-09@ABC@周未各大专业媒体和股评家窂见认定银行股大货车发动拉
江阴银行@ABC@2022-01-09@ABC@北向资金开年首周净买入逾60亿元 大幅增持银行和地产股
江阴银行@ABC@2022-01-08@ABC@这股的业绩是不是亏损，
江阴银行@ABC@2022-01-08@ABC@金融股强势上涨 银行股纷纷创新高 成美股2022开年最强势板块
江阴银行@ABC@2022-01-08@ABC@真可笑，外资买，内资卖[大笑]
江阴银行@ABC@2022-01-08@ABC@回撤4.84
江阴银行@ABC@2022-01-07@ABC@趋势突破必定上，短线两天喜洋洋，上了跑道等飞翔，中线两周数银两。
江阴银行@ABC@2022-01-08@ABC@二美(美孚和美银)扛起美股的大旗已经五天了！昨天卖出国统河山泰山加仓的江阴起飞成
江阴银行@ABC@2022-01-07@ABC@3.6-3.7之间加1倍仓位，3个月内，20%利润走人，拭目以待[得意]
江阴银行@ABC@2022-01-07@ABC@看图说话顺口溜，快乐炒股不用愁，小人投机常窃窃，君子观市乐呵呵！
江阴银行@ABC@2022-01-07@ABC@不急，可以慢慢来，每天涨两三分钱够了
江阴银行@ABC@2022-01-07@ABC@小银行真带劲儿，比造船的大方。
江阴银行@ABC@2022-01-07@ABC@趋势突破必定上，短线二天喜洋洋，上了跑道等上场，中线二周获大洋。
江阴银行@ABC@2022-01-07@ABC@成交有量，价格上涨，指标上扬，紧紧跟上。
江阴银行@ABC@2022-01-07@ABC@今天必须突破站稳年线，后市才有希望[想一下][想一下][想一下]
江阴银行@ABC@2022-01-07@ABC@昨天3.86进少了，
江阴银行@ABC@2022-01-07@ABC@3.93元，年线估计一周左右时间盘整
江阴银行@ABC@2022-01-07@ABC@百花凋零市场回，茶梅欲展松竹箤，数九寒冬北风吹，逆市上行最珍贵。
江阴银行@ABC@2022-01-07@ABC@江阴银行总是反银行指数而行……
江阴银行@ABC@2022-01-07@ABC@该跌不跌理应上，低价低位就是强，高位高价在下调，风水轮回下手抢。
江阴银行@ABC@2022-01-07@ABC@前几天可笑不，上涨时主力流出，下跌时主力流入，结果都是在吃货中，根本只是吸引我们
江阴银行@ABC@2022-01-07@ABC@每天垫底
江阴银行@ABC@2022-01-07@ABC@躺了4年了
江阴银行@ABC@2022-01-07@ABC@今天必须有万手大单出现，才能突破！[想一下][想一下][想一下]
江阴银行@ABC@2022-01-07@ABC@能涨几分就够了[奸笑]
江阴银行@ABC@2022-01-05@ABC@这个是假银行，银行板块都涨1点几了，连农行也怒张3分，无语了
江阴银行@ABC@2022-01-07@ABC@有望涨3分
江阴银行@ABC@2022-01-07@ABC@银行行业最新持股市值为1888.14亿元，行业排名第四（1-6)
江阴银行@ABC@2022-01-07@ABC@江阴银行01月06日获深股通增持145.69万股
江阴银行@ABC@2022-01-05@ABC@赛道变了，买了等分红，新年快乐。
江阴银行@ABC@2022-01-06@ABC@逆市持平会向上，逆市小涨会大涨，逆市大涨要清仓，逆市大跌准备接。
江阴银行@ABC@2022-01-06@ABC@此股，散户高度蛰伏，高度控盘[大笑]
江阴银行@ABC@2022-01-06@ABC@江阴银行周线看涨，持股补动或加仓，个人观点
江阴银行@ABC@2022-01-06@ABC@再探探底，建一下仓，涨也不会卖，纯粹玩玩市值用的。
江阴银行@ABC@2022-01-06@ABC@嘘嘘嘘，安静。此股安全，在于波动很小。盈亏不大，涨也一分，跌也一分。盈利一分，亏
江阴银行@ABC@2022-01-06@ABC@我今天买了，你可以跌了，反正我已经习惯一买就跌一卖就涨
江阴银行@ABC@2021-12-31@ABC@放心，移动绝对不会破发，而且会上涨百分之二十左右，如果行情好，资金多，主力想搞，
江阴银行@ABC@2022-01-06@ABC@可转债都起飞了，你还在磨叽啥
江阴银行@ABC@2022-01-06@ABC@到十号以后可能会向上突破
江阴银行@ABC@2022-01-06@ABC@无比之欣喜，涨了一分钱！
江阴银行@ABC@2022-01-05@ABC@三年之后看看在不在
江阴银行@ABC@2022-01-06@ABC@林劳哎
江阴银行@ABC@2022-01-06@ABC@88压着，86顶着，忽悠大家卖出
江阴银行@ABC@2022-01-06@ABC@银行护盘任务完成，歇歇了。
江阴银行@ABC@2022-01-05@ABC@弄得自己像个千亿大行一样。
江阴银行@ABC@2022-01-06@ABC@这股没啥好！胜在够平宜，分红比茅台多
江阴银行@ABC@2022-01-06@ABC@3.85到3.91之间需要震荡再突破向上
江阴银行@ABC@2022-01-06@ABC@买银行了[买入][买入][买入][火箭]
江阴银行@ABC@2022-01-06@ABC@美股大跌，银行死扛。
江阴银行@ABC@2022-01-06@ABC@江阴银行01月05日获深股通增持9.7万股
江阴银行@ABC@2022-01-05@ABC@你今天是来逗逼的吗？无语啦
江阴银行@ABC@2022-01-05@ABC@嘘嘘嘘，不要发帖发声了，中性，可上可下，可涨可跌，也可横着平盘。买卖随心所欲，自
江阴银行@ABC@2022-01-05@ABC@大市跳水，此股不跌，必会大涨，还有25天就要过年了
